"anio";"mes";"fecha";"tipo_dia";"demanda";"temperatura";"temp2";"es_habil";"pred";"lag1"
"2017";"01";2017-01-01;"Domingo o Feriado";15693,6860833333;31,3;979,69;0;20113,0726542059;NA
"2017";"01";2017-01-02;"Lunes habiles";17209,160125;25,35;642,6225;1;16800,3441162211;15693,6860833333
"2017";"01";2017-01-03;"Martes Habiles";18003,374875;25,45;647,7025;1;16861,8186555495;17209,160125
"2017";"01";2017-01-04;"Miercoles habiles";16951,457125;27;729;1;17922,9818356371;18003,374875
"2017";"01";2017-01-05;"Jueves Habiles";15638,7704583333;21,9;479,61;1;15198,1430984671;16951,457125
"2017";"01";2017-01-06;"Viernes habiles";15754,5207916667;24,3;590,49;1;16205,9979902245;15638,7704583333
"2017";"01";2017-01-07;"Sabado o Semilaborable";16580,5009583333;29,1;846,81;0;17866,2198197048;15754,5207916667
"2017";"01";2017-01-08;"Domingo o Feriado";14579,2154583333;25,9;670,81;0;15329,8626716578;16580,5009583333
"2017";"01";2017-01-09;"Lunes habiles";16774,861125;25,55;652,8025;1;16924,1401768563;14579,2154583333
"2017";"01";2017-01-10;"Martes Habiles";15137,6607916667;22,4;501,76;1;15367,8812236053;16774,861125
"2017";"01";2017-01-11;"Miercoles habiles";16222,142375;25,6;655,36;1;16955,6185557516;15137,6607916667
"2017";"01";2017-01-12;"Jueves Habiles";18235,685;27,15;737,1225;1;18036,4740668389;16222,142375
"2017";"01";2017-01-13;"Viernes habiles";18482,2629583333;26,5;702,25;1;17558,4378554478;18235,685
"2017";"01";2017-01-14;"Sabado o Semilaborable";15427,347625;23;529;0;13780,4445662082;18482,2629583333
"2017";"01";2017-01-15;"Domingo o Feriado";13605,14975;22,05;486,2025;0;13427,7683954621;15427,347625
"2017";"01";2017-01-16;"Lunes habiles";15747,4140833333;24,1;580,81;1;16103,3764790515;13605,14975
"2017";"01";2017-01-17;"Martes Habiles";17499,5990833333;28,2;795,24;1;18884,2795498965;15747,4140833333
"2017";"01";2017-01-18;"Miercoles habiles";18030,42275;25,45;647,7025;1;16861,8186555494;17499,5990833333
"2017";"01";2017-01-19;"Jueves Habiles";19205,8874166667;28;784;1;18715,5934444018;18030,42275
"2017";"01";2017-01-20;"Viernes habiles";19485,4329583333;28,4;806,56;1;19056,3535833052;19205,8874166667
"2017";"01";2017-01-21;"Sabado o Semilaborable";18373,2077083333;29,1;846,81;0;17866,2198197048;19485,4329583333
"2017";"01";2017-01-22;"Domingo o Feriado";16739,3644166667;27,8;772,84;0;16731,2224539681;18373,2077083333
"2017";"01";2017-01-23;"Lunes habiles";18515,801;28,05;786,8025;1;18757,4473525335;16739,3644166667
"2017";"01";2017-01-24;"Martes Habiles";18557,3045833333;26,6;707,56;1;17629,6526875287;18515,801
"2017";"01";2017-01-25;"Miercoles habiles";16286,7044166667;21,4;457,96;1;15049,5795227909;18557,3045833333
"2017";"01";2017-01-26;"Jueves Habiles";15144,2470833333;18,6;345,96;1;14608,9291730636;16286,7044166667
"2017";"01";2017-01-27;"Viernes habiles";15434,8504166667;19,8;392,04;1;14716,4690530124;15144,2470833333
"2017";"01";2017-01-28;"Sabado o Semilaborable";15067,0544583333;24,35;592,9225;0;14413,1099189015;15434,8504166667
"2017";"01";2017-01-29;"Domingo o Feriado";15088,3286666667;27,7;767,29;0;16649,8438381454;15067,0544583333
"2017";"01";2017-01-30;"Lunes habiles";19224,1875833333;29,7;882,09;1;20257,4155433635;15088,3286666667
"2017";"01";2017-01-31;"Martes Habiles";19173,7997916667;26,5;702,25;1;17558,4378554478;19224,1875833333
"2017";"02";2017-02-01;"Miercoles habiles";17267,834625;24,7;610,09;1;16421,4047963125;19173,7997916667
"2017";"02";2017-02-02;"Jueves Habiles";16974,2518333333;24,1;580,81;1;16103,3764790515;17267,834625
"2017";"02";2017-02-03;"Viernes habiles";17350,15375;24,65;607,6225;1;16393,7378363203;16974,2518333333
"2017";"02";2017-02-04;"Sabado o Semilaborable";15205,4185833333;25,4;645,16;0;15011,9027002851;17350,15375
"2017";"02";2017-02-05;"Domingo o Feriado";11800,7094583333;19,35;374,4225;0;12842,7759642918;15205,4185833333
"2017";"02";2017-02-06;"Lunes habiles";13469,8129166667;19,3;372,49;1;14656,8385850769;11800,7094583333
"2017";"02";2017-02-07;"Martes Habiles";14425,2945;20;400;1;14746,2501140359;13469,8129166667
"2017";"02";2017-02-08;"Miercoles habiles";15451,7884583333;23,5;552,25;1;15815,8395130158;14425,2945
"2017";"02";2017-02-09;"Jueves Habiles";16086,5835;25,05;627,5025;1;16621,002390107;15451,7884583333
"2017";"02";2017-02-10;"Viernes habiles";15861,855875;25,6;655,36;1;16955,6185557516;16086,5835
"2017";"02";2017-02-11;"Sabado o Semilaborable";14065,9086666667;23,95;573,6025;0;14209,5608605123;15861,855875
"2017";"02";2017-02-12;"Domingo o Feriado";12820,1318333333;22,1;488,41;0;13444,424589734;14065,9086666667
"2017";"02";2017-02-13;"Lunes habiles";14744,0555833333;22,4;501,76;1;15367,8812236053;12820,1318333333
"2017";"02";2017-02-14;"Martes Habiles";15581,5759166667;22,95;526,7025;1;15579,049765886;14744,0555833333
"2017";"02";2017-02-15;"Miercoles habiles";16895,457625;26,3;691,69;1;17418,5491372215;15581,5759166667
"2017";"02";2017-02-16;"Jueves Habiles";17744,0235833333;27;729;1;17922,9818356371;16895,457625
"2017";"02";2017-02-17;"Viernes habiles";18012,415875;26,9;723,61;1;17848,3790756423;17744,0235833333
"2017";"02";2017-02-18;"Sabado o Semilaborable";15468,3656666667;25,3;640,09;0;14950,851651946;18012,415875
"2017";"02";2017-02-19;"Domingo o Feriado";14560,701875;25,9;670,81;0;15329,8626716578;15468,3656666667
"2017";"02";2017-02-20;"Lunes habiles";18633,7391666667;27,85;775,6225;1;18591,3021929742;14560,701875
"2017";"02";2017-02-21;"Martes Habiles";19855,7595416667;29;841;1;19592,9032510147;18633,7391666667
"2017";"02";2017-02-22;"Miercoles habiles";19155,559875;27,2;739,84;1;18074,7283015621;19855,7595416667
"2017";"02";2017-02-23;"Jueves Habiles";20420,7525;28,55;815,1025;1;19187,6324360552;19155,559875
"2017";"02";2017-02-24;"Viernes habiles";20545,12475;27,65;764,5225;1;18428,5449613289;20420,7525
"2017";"02";2017-02-25;"Sabado o Semilaborable";18470,5340833333;28,7;823,69;0;17501,7441854039;20545,12475
"2017";"02";2017-02-26;"Domingo o Feriado";16986,0709166667;29,35;861,4225;0;18100,898819718;18470,5340833333
"2017";"02";2017-02-27;"Domingo o Feriado";16761,1045;28,75;826,5625;0;17546,5625304603;16986,0709166667
"2017";"02";2017-02-28;"Domingo o Feriado";16839,452;28,35;803,7225;0;17193,9446438582;16761,1045
"2017";"03";2017-03-01;"Miercoles habiles";19294,8445;29,9;894,01;1;20454,8990361267;16839,452
"2017";"03";2017-03-02;"Jueves Habiles";19843,6045833333;29,7;882,09;1;20257,4155433635;19294,8445
"2017";"03";2017-03-03;"Viernes habiles";16331,4882916667;25,35;642,6225;1;16800,3441162211;19843,6045833333
"2017";"03";2017-03-04;"Sabado o Semilaborable";13737,1000416667;22,35;499,5225;0;13530,8817435128;16331,4882916667
"2017";"03";2017-03-05;"Domingo o Feriado";12683,2117916667;20,5;420,25;0;13016,4521383654;13737,1000416667
"2017";"03";2017-03-06;"Lunes habiles";15824,021;25,05;627,5025;1;16621,002390107;12683,2117916667
"2017";"03";2017-03-07;"Martes Habiles";16156,956875;21,5;462,25;1;15077,5982739692;15824,021
"2017";"03";2017-03-08;"Miercoles habiles";17017,9095416667;25,2;635,04;1;16709,7203984383;16156,956875
"2017";"03";2017-03-09;"Jueves Habiles";16492,7111666667;24,75;612,5625;1;16449,2835017993;17017,9095416667
"2017";"03";2017-03-10;"Viernes habiles";14886,8657083333;20,55;422,3025;1;14845,6170351569;16492,7111666667
"2017";"03";2017-03-11;"Sabado o Semilaborable";13330,237625;19,35;374,4225;0;12842,7759642918;14886,8657083333
"2017";"03";2017-03-12;"Domingo o Feriado";11899,2076666667;19,35;374,4225;0;12842,7759642918;13330,237625
"2017";"03";2017-03-13;"Lunes habiles";13943,495;20,3;412,09;1;14797,2740704099;11899,2076666667
"2017";"03";2017-03-14;"Martes Habiles";14957,3422083333;21,45;460,1025;1;15063,4830256327;13943,495
"2017";"03";2017-03-15;"Miercoles habiles";15027,378375;19,55;382,2025;1;14684,0070003619;14957,3422083333
"2017";"03";2017-03-16;"Jueves Habiles";14105,824375;17,5;306,25;1;14617,4941700552;15027,378375
"2017";"03";2017-03-17;"Viernes habiles";13945,7063333333;17,2;295,84;1;14637,6166998738;14105,824375
"2017";"03";2017-03-18;"Sabado o Semilaborable";12797,4839583333;17,65;311,5225;0;12791,2186564704;13945,7063333333
"2017";"03";2017-03-19;"Domingo o Feriado";11776,2183333333;19,7;388,09;0;12883,7761826154;12797,4839583333
"2017";"03";2017-03-20;"Lunes habiles";14131,2792916667;20,65;426,4225;1;14866,4364395181;11776,2183333333
"2017";"03";2017-03-21;"Martes Habiles";14825,5583333333;22,35;499,5225;1;15349,9545563656;14131,2792916667
"2017";"03";2017-03-22;"Miercoles habiles";15113,8370416667;22,8;519,84;1;15518,9173993285;14825,5583333333
"2017";"03";2017-03-23;"Jueves Habiles";15368,1253333333;22,5;506,25;1;15404,3697945684;15113,8370416667
"2017";"03";2017-03-24;"Domingo o Feriado";13942,3190833333;23,15;535,9225;0;13843,1178787011;15368,1253333333
"2017";"03";2017-03-25;"Sabado o Semilaborable";14177,43725;24,1;580,81;0;14284,3036661986;13942,3190833333
"2017";"03";2017-03-26;"Domingo o Feriado";13033,2484166667;23,4;547,56;0;13951,808309415;14177,43725
"2017";"03";2017-03-27;"Lunes habiles";15813,0017083333;24,8;615,04;1;16477,3739527807;13033,2484166667
"2017";"03";2017-03-28;"Martes Habiles";16126,13675;24,5;600,25;1;16312,0074293115;15813,0017083333
"2017";"03";2017-03-29;"Miercoles habiles";15833,80725;23,4;547,56;1;15770,8811222679;16126,13675
"2017";"03";2017-03-30;"Jueves Habiles";15570,718625;23,05;531,3025;1;15620,1967377307;15833,80725
"2017";"03";2017-03-31;"Viernes habiles";15439,2383333333;23,8;566,44;1;15955,7965771305;15570,718625
"2017";"04";2017-04-01;"Sabado o Semilaborable";13971,0876666667;23,9;571,21;0;14185,0700829394;15439,2383333333
"2017";"04";2017-04-02;"Domingo o Feriado";12263,7268333333;21,5;462,25;0;13258,5254611163;13971,0876666667
"2017";"04";2017-04-03;"Lunes habiles";14073,639875;20,35;414,1225;1;14806,5191723701;12263,7268333333
"2017";"04";2017-04-04;"Martes Habiles";14697,5352083333;21,15;447,3225;1;14983,2381910011;14073,639875
"2017";"04";2017-04-05;"Miercoles habiles";14621,5597083333;23,2;538,24;1;15683,5052867075;14697,5352083333
"2017";"04";2017-04-06;"Jueves Habiles";13261,2435416667;18,9;357,21;1;14624,3798863412;14621,5597083333
"2017";"04";2017-04-07;"Viernes habiles";14325,1866666667;22,25;495,0625;1;15314,7364583703;13261,2435416667
"2017";"04";2017-04-08;"Sabado o Semilaborable";13401,5125416667;22,9;524,41;0;13739,7210853526;14325,1866666667
"2017";"04";2017-04-09;"Domingo o Feriado";12089,506375;22,6;510,76;0;13622,632534657;13401,5125416667
"2017";"04";2017-04-10;"Lunes habiles";13856,45575;17,9;320,41;1;14602,5218779959;12089,506375
"2017";"04";2017-04-11;"Martes Habiles";13986,5478333333;18,25;333,0625;1;14600,5377609115;13856,45575
"2017";"04";2017-04-12;"Miercoles habiles";14064,3630416667;14,8;219,04;1;15073,019099451;13986,5478333333
"2017";"04";2017-04-13;"Sabado o Semilaborable";13777,6332916667;15,5;240,25;0;13076,558492335;14064,3630416667
"2017";"04";2017-04-14;"Domingo o Feriado";11997,9886666667;17,35;301,0225;0;12807,5297673858;13777,6332916667
"2017";"04";2017-04-15;"Sabado o Semilaborable";12327,8886666667;19,25;370,5625;0;12832,9673256509;11997,9886666667
"2017";"04";2017-04-16;"Domingo o Feriado";11576,2652083333;18;324;0;12781,8234470743;12327,8886666667
"2017";"04";2017-04-17;"Lunes habiles";13827,441125;17,35;301,0225;1;14626,6025802387;11576,2652083333
"2017";"04";2017-04-18;"Martes Habiles";14302,348625;16,8;282,24;1;14676,3044873307;13827,441125
"2017";"04";2017-04-19;"Miercoles habiles";14355,5046666667;18,05;325,8025;1;14600,4010691348;14302,348625
"2017";"04";2017-04-20;"Jueves Habiles";14290,87725;21,3;453,69;1;15022,4077535911;14355,5046666667
"2017";"04";2017-04-21;"Viernes habiles";14184,37775;20,7;428,49;1;14877,1637599406;14290,87725
"2017";"04";2017-04-22;"Sabado o Semilaborable";13004,0628333333;14;196;0;13507,4941130362;14184,37775
"2017";"04";2017-04-23;"Domingo o Feriado";11839,0030416667;17,2;295,84;0;12818,5438870209;13004,0628333333
"2017";"04";2017-04-24;"Lunes habiles";14036,2862083333;19,55;382,2025;1;14684,0070003619;11839,0030416667
"2017";"04";2017-04-25;"Martes Habiles";14632,6270833333;15,4;237,16;1;14918,4314727186;14036,2862083333
"2017";"04";2017-04-26;"Miercoles habiles";15001,811375;13,6;184,96;1;15473,6684065918;14632,6270833333
"2017";"04";2017-04-27;"Jueves Habiles";14981,7609583333;16,4;268,96;1;14728,5439864433;15001,811375
"2017";"04";2017-04-28;"Viernes habiles";14565,652375;19,65;386,1225;1;14696,3565849382;14981,7609583333
"2017";"04";2017-04-29;"Sabado o Semilaborable";12982,3769166667;19,35;374,4225;0;12842,7759642918;14565,652375
"2017";"04";2017-04-30;"Domingo o Feriado";11777,0032916667;19,95;398,0025;0;12919,4144176852;12982,3769166667
"2017";"05";2017-05-01;"Domingo o Feriado";11286,553125;19,25;370,5625;0;12832,9673256509;11777,0032916667
"2017";"05";2017-05-02;"Martes Habiles";13749,515125;19,9;396,01;1;14730,9360925349;11286,553125
"2017";"05";2017-05-03;"Miercoles habiles";14420,5448333333;20,55;422,3025;1;14845,6170351569;13749,515125
"2017";"05";2017-05-04;"Jueves Habiles";14401,4767916667;20,85;434,7225;1;14910,6161941758;14420,5448333333
"2017";"05";2017-05-05;"Viernes habiles";14450,4286666667;21,1;445,21;1;14970,605161127;14401,4767916667
"2017";"05";2017-05-06;"Sabado o Semilaborable";13136,1822916667;20,15;406,0225;0;12951,7364246442;14450,4286666667
"2017";"05";2017-05-07;"Domingo o Feriado";12019,6447916667;19,7;388,09;0;12883,7761826154;13136,1822916667
"2017";"05";2017-05-08;"Lunes habiles";14081,1346666667;18;324;1;14600,8962599272;12019,6447916667
"2017";"05";2017-05-09;"Martes Habiles";14606,0922083333;15,25;232,5625;1;14954,2198152243;14081,1346666667
"2017";"05";2017-05-10;"Miercoles habiles";14867,4535;13,55;183,6025;1;15493,0089464054;14606,0922083333
"2017";"05";2017-05-11;"Jueves Habiles";15335,21975;13,85;191,8225;1;15380,141889943;14867,4535
"2017";"05";2017-05-12;"Viernes habiles";15428,4939166667;15,55;241,8025;1;14884,5488396645;15335,21975
"2017";"05";2017-05-13;"Sabado o Semilaborable";13689,1395833333;17;289;0;12836,1938167924;15428,4939166667
"2017";"05";2017-05-14;"Domingo o Feriado";12454,19575;14,5;210,25;0;13342,6743566738;13689,1395833333
"2017";"05";2017-05-15;"Lunes habiles";14511,0384166667;17;289;1;14655,2666296453;12454,19575
"2017";"05";2017-05-16;"Martes Habiles";15084,3570833333;14,95;223,5025;1;15031,5136285905;14511,0384166667
"2017";"05";2017-05-17;"Miercoles habiles";15129,6685;15,1;228,01;1;14991,9138671816;15084,3570833333
"2017";"05";2017-05-18;"Jueves Habiles";15275,014625;16,55;273,9025;1;14707,3660830664;15129,6685
"2017";"05";2017-05-19;"Viernes habiles";15335,6230833333;15,35;235,6225;1;14930,1491747259;15275,014625
"2017";"05";2017-05-20;"Sabado o Semilaborable";14725,0905416667;11,25;126,5625;0;14792,4978446644;15335,6230833333
"2017";"05";2017-05-21;"Domingo o Feriado";13322,665;14,1;198,81;0;13472,8361978068;14725,0905416667
"2017";"05";2017-05-22;"Lunes habiles";14973,7926666667;15,7;246,49;1;14852,5719160619;13322,665
"2017";"05";2017-05-23;"Martes Habiles";15089,8770416667;17,65;311,5225;1;14610,2914693233;14973,7926666667
"2017";"05";2017-05-24;"Miercoles habiles";15206,7792916667;16,6;275,56;1;14700,73027293;15089,8770416667
"2017";"05";2017-05-25;"Domingo o Feriado";13785,7884583333;15,45;238,7025;0;13087,852703353;15206,7792916667
"2017";"05";2017-05-26;"Viernes habiles";15176,2415416667;14,6;213,16;1;15131,3241641896;13785,7884583333
"2017";"05";2017-05-27;"Sabado o Semilaborable";14783,162;11,35;128,8225;0;14734,5479250266;15176,2415416667
"2017";"05";2017-05-28;"Domingo o Feriado";13940,15425;11,95;142,8025;0;14404,6350287484;14783,162
"2017";"05";2017-05-29;"Lunes habiles";16117,9294166667;13,1;171,61;1;15676,602351986;13940,15425
"2017";"05";2017-05-30;"Martes Habiles";16610,1435833333;11,7;136,89;1;16357,466002228;16117,9294166667
"2017";"05";2017-05-31;"Miercoles habiles";16807,1584583333;10,8;116,64;1;16882,8266978708;16610,1435833333
"2017";"06";2017-06-01;"Jueves Habiles";16691,8457083333;11,75;138,0625;1;16330,2908791134;16807,1584583333
"2017";"06";2017-06-02;"Viernes habiles";16524,3472916667;11,4;129,96;1;16524,9633963026;16691,8457083333
"2017";"06";2017-06-03;"Sabado o Semilaborable";15209,4790833333;14,05;197,4025;0;13490,0592826742;16524,3472916667
"2017";"06";2017-06-04;"Domingo o Feriado";14010,8169583333;12,85;165,1225;0;13966,9369678785;15209,4790833333
"2017";"06";2017-06-05;"Lunes habiles";16822,0402916667;8,45;71,4025;1;18578,0430906379;14010,8169583333
"2017";"06";2017-06-06;"Martes Habiles";17180,5132916667;10,45;109,2025;1;17105,6613658445;16822,0402916667
"2017";"06";2017-06-07;"Miercoles habiles";17348,1652916667;11,55;133,4025;1;16440,2618445395;17180,5132916667
"2017";"06";2017-06-08;"Jueves Habiles";17568,3769583333;11,4;129,96;1;16524,9633963026;17348,1652916667
"2017";"06";2017-06-09;"Viernes habiles";17437,5495833333;10,5;110,25;1;17073,1926053644;17568,3769583333
"2017";"06";2017-06-10;"Sabado o Semilaborable";15343,2556666667;15,7;246,49;0;13033,4991032091;17437,5495833333
"2017";"06";2017-06-11;"Domingo o Feriado";14050,1325833333;14,15;200,2225;0;13455,824858434;15343,2556666667
"2017";"06";2017-06-12;"Lunes habiles";16837,2095;8,45;71,4025;1;18578,0430906379;14050,1325833333
"2017";"06";2017-06-13;"Martes Habiles";16711,8562916667;13,95;194,6025;1;15344,2135017458;16837,2095
"2017";"06";2017-06-14;"Miercoles habiles";16215,164625;14,15;200,2225;1;15274,8976712869;16711,8562916667
"2017";"06";2017-06-15;"Jueves Habiles";15991,7510833333;15,8;249,64;1;14832,3126944667;16215,164625
"2017";"06";2017-06-16;"Viernes habiles";15163,6342916667;20,95;438,9025;1;14933,9765444725;15991,7510833333
"2017";"06";2017-06-17;"Domingo o Feriado";12978,0701666667;17,75;315,0625;0;12787,4755834556;15163,6342916667
"2017";"06";2017-06-18;"Domingo o Feriado";13815,54725;9,05;81,9025;0;16281,6825172507;12978,0701666667
"2017";"06";2017-06-19;"Lunes habiles";17011,7812916667;7,7;59,29;1;19217,5312539665;13815,54725
"2017";"06";2017-06-20;"Domingo o Feriado";16182,264125;7,8;60,84;0;17310,4406612397;17011,7812916667
"2017";"06";2017-06-21;"Miercoles habiles";17622,3665416667;10,7;114,49;1;16945,4350183902;16182,264125
"2017";"06";2017-06-22;"Jueves Habiles";16626,10575;16,85;283,9225;1;14670,7274046674;17622,3665416667
"2017";"06";2017-06-23;"Viernes habiles";15358,9850833333;20,55;422,3025;1;14845,6170351569;16626,10575
"2017";"06";2017-06-24;"Sabado o Semilaborable";13697,841375;19,2;368,64;0;12828,3806245724;15358,9850833333
"2017";"06";2017-06-25;"Domingo o Feriado";12297,2920416667;20,75;430,5625;0;13069,0300130048;13697,841375
"2017";"06";2017-06-26;"Lunes habiles";14331,6327083333;21;441;1;14945,9743378627;12297,2920416667
"2017";"06";2017-06-27;"Martes Habiles";15055,262;17,05;290,7025;1;14650,5365289605;14331,6327083333
"2017";"06";2017-06-28;"Miercoles habiles";16064,6702083333;12,6;158,76;1;15900,7108468423;15055,262
"2017";"06";2017-06-29;"Jueves Habiles";16569,8176666667;10;100;1;17407,4087574235;16064,6702083333
"2017";"06";2017-06-30;"Viernes habiles";16587,6695416667;13,15;172,9225;1;15655,3561027208;16569,8176666667
"2017";"07";2017-07-01;"Sabado o Semilaborable";14883,0955;12,3;151,29;0;14226,266914645;16587,6695416667
"2017";"07";2017-07-02;"Domingo o Feriado";13566,1180416667;14,5;210,25;0;13342,6743566738;14883,0955
"2017";"07";2017-07-03;"Lunes habiles";15561,846125;14,9;222,01;1;15045,1370400494;13566,1180416667
"2017";"07";2017-07-04;"Martes Habiles";15677,7487083333;15,5;240,25;1;14895,6313051879;15561,846125
"2017";"07";2017-07-05;"Miercoles habiles";15984,7897083333;14,45;208,8025;1;15177,2762904371;15677,7487083333
"2017";"07";2017-07-06;"Jueves Habiles";16907,4454583333;9,95;99,0025;1;17441,9949728498;15984,7897083333
"2017";"07";2017-07-07;"Viernes habiles";17024,86625;12,75;162,5625;1;15831,2549706919;16907,4454583333
"2017";"07";2017-07-08;"Sabado o Semilaborable";15432,7624583333;13,1;171,61;0;13857,5295391331;17024,86625
"2017";"07";2017-07-09;"Domingo o Feriado";14414,335625;11,35;128,8225;0;14734,5479250266;15432,7624583333
"2017";"07";2017-07-10;"Lunes habiles";17050,5293333333;10,5;110,25;1;17073,1926053644;14414,335625
"2017";"07";2017-07-11;"Martes Habiles";17395,2959166667;9,5;90,25;1;17762,7994589446;17050,5293333333
"2017";"07";2017-07-12;"Miercoles habiles";16868,4150416667;15,55;241,8025;1;14884,5488396645;17395,2959166667
"2017";"07";2017-07-13;"Jueves Habiles";15542,2792083333;20,55;422,3025;1;14845,6170351569;16868,4150416667
"2017";"07";2017-07-14;"Viernes habiles";15831,863125;15,45;238,7025;1;14906,9255162059;15542,2792083333
"2017";"07";2017-07-15;"Sabado o Semilaborable";15097,4995833333;13,35;178,2225;0;13753,4157477533;15831,863125
"2017";"07";2017-07-16;"Domingo o Feriado";15362,004;7,3;53,29;0;17758,9993803939;15097,4995833333
"2017";"07";2017-07-17;"Lunes habiles";18175,8243333333;5,8;33,64;1;21050,7956474818;15362,004
"2017";"07";2017-07-18;"Martes Habiles";18428,969375;8,9;79,21;1;18217,2187060598;18175,8243333333
"2017";"07";2017-07-19;"Miercoles habiles";17926,2990416667;11,55;133,4025;1;16440,2618445395;18428,969375
"2017";"07";2017-07-20;"Jueves Habiles";17170,8384166667;13,35;178,2225;1;15572,4885606062;17926,2990416667
"2017";"07";2017-07-21;"Viernes habiles";16615,22775;11,85;140,4225;1;16276,5758693681;17170,8384166667
"2017";"07";2017-07-22;"Sabado o Semilaborable";14983,2639583333;14;196;0;13507,4941130362;16615,22775
"2017";"07";2017-07-23;"Domingo o Feriado";13583,2832083333;14,45;208,8025;0;13358,2034775842;14983,2639583333
"2017";"07";2017-07-24;"Lunes habiles";16001,5150833333;12,65;160,0225;1;15877,3471426309;13583,2832083333
"2017";"07";2017-07-25;"Martes Habiles";16541,0175;12,15;147,6225;1;16120,512732003;16001,5150833333
"2017";"07";2017-07-26;"Miercoles habiles";16088,76875;16,05;257,6025;1;14785,3701866344;16541,0175
"2017";"07";2017-07-27;"Jueves Habiles";15167,4232083333;19,05;362,9025;1;14634,9638071575;16088,76875
"2017";"07";2017-07-28;"Viernes habiles";14596,7737083333;21;441;1;14945,9743378627;15167,4232083333
"2017";"07";2017-07-29;"Sabado o Semilaborable";13304,2653333333;19,8;392,04;0;12897,3962401595;14596,7737083333
"2017";"07";2017-07-30;"Domingo o Feriado";13642,1473333333;12,3;151,29;0;14226,266914645;13304,2653333333
"2017";"07";2017-07-31;"Lunes habiles";16691,2287916667;11,1;123,21;1;16700,0836281835;13642,1473333333
"2017";"08";2017-08-01;"Martes Habiles";16977,4014166667;12,95;167,7025;1;15741,6115727494;16691,2287916667
"2017";"08";2017-08-02;"Miercoles habiles";16529,418625;12,95;167,7025;1;15741,6115727494;16977,4014166667
"2017";"08";2017-08-03;"Jueves Habiles";16249,6187083333;13,3;176,89;1;15592,8878278929;16529,418625
"2017";"08";2017-08-04;"Viernes habiles";15985,2865;12,6;158,76;1;15900,7108468423;16249,6187083333
"2017";"08";2017-08-05;"Sabado o Semilaborable";14335,6019583333;14,8;219,04;0;13253,9462865981;15985,2865
"2017";"08";2017-08-06;"Domingo o Feriado";12645,47375;18,45;340,4025;0;12784,9895677492;14335,6019583333
"2017";"08";2017-08-07;"Lunes habiles";14626,6377916667;17,45;304,5025;1;14620,3185612884;12645,47375
"2017";"08";2017-08-08;"Martes Habiles";15614,1434166667;14,8;219,04;1;15073,019099451;14626,6377916667
"2017";"08";2017-08-09;"Miercoles habiles";15865,3714583333;14,5;210,25;1;15161,7471695267;15614,1434166667
"2017";"08";2017-08-10;"Jueves Habiles";15955,8385416667;14,75;217,5625;1;15087,2777473937;15865,3714583333
"2017";"08";2017-08-11;"Viernes habiles";15876,48025;16,15;260,8225;1;14768,0754019638;15955,8385416667
"2017";"08";2017-08-12;"Sabado o Semilaborable";14517,3392916667;14,6;213,16;0;13312,2513513367;15876,48025
"2017";"08";2017-08-13;"Domingo o Feriado";13265,1629583333;12,8;163,84;0;13989,4536901114;14517,3392916667
"2017";"08";2017-08-14;"Lunes habiles";15272,83325;15,2;231,04;1;14966,5727537155;13265,1629583333
"2017";"08";2017-08-15;"Martes Habiles";15258,592625;15,8;249,64;1;14832,3126944667;15272,83325
"2017";"08";2017-08-16;"Miercoles habiles";15325,0313333333;13,6;184,96;1;15473,6684065918;15258,592625
"2017";"08";2017-08-17;"Jueves Habiles";15257,907375;16;256;1;14794,3351972116;15325,0313333333
"2017";"08";2017-08-18;"Viernes habiles";14780,0729583333;18,2;331,24;1;14600,1859697254;15257,907375
"2017";"08";2017-08-19;"Sabado o Semilaborable";13725,8147916667;15,65;244,9225;0;13043,9463322486;14780,0729583333
"2017";"08";2017-08-20;"Domingo o Feriado";12898,3489583333;12,3;151,29;0;14226,266914645;13725,8147916667
"2017";"08";2017-08-21;"Domingo o Feriado";13286,55375;11,55;133,4025;0;14621,1890316866;12898,3489583333
"2017";"08";2017-08-22;"Martes Habiles";15265,5376666667;13,8;190,44;1;15398,4237022835;13286,55375
"2017";"08";2017-08-23;"Miercoles habiles";15245,3312916667;17,5;306,25;1;14617,4941700552;15265,5376666667
"2017";"08";2017-08-24;"Jueves Habiles";15018,8087916667;20,75;430,5625;1;14888,1028258577;15245,3312916667
"2017";"08";2017-08-25;"Viernes habiles";15139,3073333333;18,3;334,89;1;14601,1012975922;15018,8087916667
"2017";"08";2017-08-26;"Sabado o Semilaborable";14062,9717916667;14,85;220,5225;0;13239,89938415;15139,3073333333
"2017";"08";2017-08-27;"Domingo o Feriado";12885,088375;15,85;251,2225;0;13003,4278890581;14062,9717916667
"2017";"08";2017-08-28;"Lunes habiles";14684,6975416667;18,95;359,1025;1;14627,696114452;12885,088375
"2017";"08";2017-08-29;"Martes Habiles";15248,530125;17,1;292,41;1;14646,0181737703;14684,6975416667
"2017";"08";2017-08-30;"Miercoles habiles";15597,2535833333;12,45;155,0025;1;15972,0724324443;15248,530125
"2017";"08";2017-08-31;"Jueves Habiles";15405,6565;12,4;153,76;1;15996,2831186342;15597,2535833333
"2017";"09";2017-09-01;"Viernes habiles";14911,3975;17,65;311,5225;1;14610,2914693233;15405,6565
"2017";"09";2017-09-02;"Sabado o Semilaborable";13442,817875;21,4;457,96;0;13230,506709938;14911,3975
