"fecha";"real";"pred"
2025-12-08;13833,6;13377,5504461432
2025-12-09;16065,7;14739,3449884058
2025-12-10;17652,1;16119,3032333653
2025-12-11;18074,1;17387,1320285347
2025-12-12;18451,3;18349,1330305458
2025-12-13;17910,1;16967,7859548854
2025-12-14;15032,4;15360,2941044985
2025-12-15;15323,5;15435,5726311423
2025-12-16;15486,4;15178,2135061578
2025-12-17;16630,2;15919,6369096973
2025-12-18;18488,6;17953,1849766424
2025-12-19;19608,1;18172,0838145388
2025-12-20;17648,1;16520,1801788459
2025-12-21;16090,8;15913,5638519165
2025-12-22;17724,4;16733,1871488314
2025-12-23;18921,1;17962,3212960168
2025-12-24;18905,6;19505,0588640447
2025-12-25;14821,1;16392,2239817866
2025-12-26;18612,4;16291,7837376143
2025-12-27;19028,1;18567,5042246472
2025-12-28;17522,5;17979,5537067171
2025-12-29;20139,2;18336,4551036183
2025-12-30;21491,7;21827,3079619283
2025-12-31;20738,6;23614,5911022556
2026-01-01;16776,8;17955,2027327346
2026-01-02;18056,4;16332,3239353961
2026-01-03;15247,6;14762,596245113
2026-01-04;13305,4;13331,7606789957
2026-01-05;15933,1;14514,2715961654
2026-01-06;17563,2;17012,8867559601
2026-01-07;17691,6;17059,1057432087
2026-01-08;15357,2;16288,8641622833
2026-01-09;14688,9;15351,5583198933
2026-01-10;13853,4;13192,0357390872
2026-01-11;14344,8;13479,9623152425
2026-01-12;18898,1;17284,936002762
2026-01-13;19867,8;19621,4216425241
2026-01-14;20649,3;19985,4750808138
2026-01-15;20147,4;20016,1564453533
2026-01-16;18248,6;18102,2574922985
2026-01-17;18135,7;17115,8988143636
2026-01-18;15477,6;15950,5529588919
2026-01-19;15413,9;15158,9008205755
2026-01-20;16311;15828,2276458201
2026-01-21;17572,3;16740,4336132783
2026-01-22;18442,8;17557,0867614224
2026-01-23;19682;18757,7209579543
2026-01-24;18625,1;17796,573723025
2026-01-25;18076,9;17597,4962746229
2026-01-26;20332,7;20155,7773476267
2026-01-27;20164,2;19739,5932511833
2026-01-28;19950,7;19080,6456536752
2026-01-29;20309,1;18621,7975166346
2026-01-30;20276,5;19193,6206306359
2026-01-31;18088,7;17229,1774416773
2026-02-01;16547,9;15909,9533526007
2026-02-02;19940,1;18275,5023199437
2026-02-03;21276,8;21502,005102486
2026-02-04;19319,1;19003,0961123463
2026-02-05;18822,4;18353,7137976257
2026-02-06;17328,7;17757,5763463824
2026-02-07;16456,9;15458,4989280446
2026-02-08;16499;15868,0760295323
2026-02-09;18826;18200,5656410406
2026-02-10;19643,4;18974,9971660391
2026-02-11;18959,3;19552,9077933899
2026-02-12;17863,8;17767,5763043488
2026-02-13;16423,1;16743,4989862385
2026-02-14;15535,1;14580,0848136791
2026-02-15;14986,8;14104,3318642476
2026-02-16;15405,9;14055,1220702716
2026-02-17;16523,9;14812,5018308216
2026-02-18;20064,4;17394,0102643164
2026-02-19;18080,7;19170,1762832689
2026-02-20;17225;16948,6103165577
2026-02-21;16105,3;15190,9281084808
2026-02-22;15377,6;15040,8371470364
2026-02-23;18355;16593,363152905
2026-02-24;18825,2;18343,8594837009
2026-02-25;16677,8;16943,9086884967
2026-02-26;16382,8;15883,3196740111
2026-02-27;16554,4;16254,3671488409
2026-02-28;16038,7;15216,3086767981
